9571,7513842.995,4699797.16,0,9571
9572,7513831.964,4699782.911,0,9572
9573,7513825.784,4699772.531,0,9573
9574,7513819.823,4699761.272,0,9574
9575,7513810.883,4699744.033,0,9575
14309,7513783.001,4699682.005,0,14309
14310,7513799.541,4699674.846,0,14310
14311,7513827.28,4699736.072,0,14311
14312,7513841.596,4699763.459,0,14312
14313,7513856.916,4699785.403,0,14313
14314,7513863.276,4699790.832,0,14314
14315,7513850.405,4699804.262,0,14315
9503,7513902.799,4699787.2,0,9503
9504,7513892.991,4699805.605,0,9504
9505,7513879.156,4699828.357,0,9505
9570,7513856.715,4699810.309,0,9570
9576,7513781.361,4699678.356,0,9576
9591,7513886.414,4699773.578,0,9591
9592,7513873.174,4699757.789,0,9592
9593,7513857.993,4699740.91,0,9593
9594,7513846.963,4699725.311,0,9594
9595,7513830.482,4699699.693,0,9595
9596,7513821.501,4699684.934,0,9596
9597,7513810.734,4699665.643,0,9597
